Name,Value,Geography,GeoID,Source,Vintage,Variable,Year
Ansonia,18918,Town,0914001220,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Ansonia,18923,Town,0914001220,DPH,DPH,Population Estimate,2022
Ansonia,18815,Town,0914001220,DPH,DPH,Population Estimate,2021
Ansonia,18902,Town,0914001220,DPH,DPH,Population Estimate,2020
Ansonia,1,Town,0914001220,Building Permits Survey,NA,New Housing Units,2020
Ansonia,1,Town,0914001220,Building Permits Survey,NA,New Housing Units,2021
Ansonia,8,Town,0914001220,Building Permits Survey,NA,New Housing Units,2022
Ansonia,0,Town,0914001220,Building Permits Survey,NA,New Housing Units,2023
Ashford,4251,Town,0915001430,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Ashford,4246,Town,0915001430,PEP,2020,Population Estimate,2020
Ashford,4190,Town,0915001430,PEP,2021,Estimate Base,2020
Ashford,4183,Town,0915001430,PEP,2021,Population Estimate,2020
Ashford,4186,Town,0915001430,PEP,2021,Population Estimate,2021
Ashford,4191,Town,0915001430,PEP,2022,Estimate Base,2020
Ashford,4190,Town,0915001430,PEP,2022,Population Estimate,2020
Ashford,4208,Town,0915001430,PEP,2022,Population Estimate,2021
Ashford,4222,Town,0915001430,PEP,2022,Population Estimate,2022
Ashford,4191,Town,0915001430,PEP,2023,Estimate Base,2020
Ashford,4190,Town,0915001430,PEP,2023,Population Estimate,2020
Ashford,4205,Town,0915001430,PEP,2023,Population Estimate,2021
Ashford,4220,Town,0915001430,PEP,2023,Population Estimate,2022
Ashford,4229,Town,0915001430,PEP,2023,Population Estimate,2023
Ashford,4191,Town,0915001430,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Ashford,1923,Town,0915001430,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Ashford,4222,Town,0915001430,DPH,DPH,Population Estimate,2022
Ashford,4186,Town,0915001430,DPH,DPH,Population Estimate,2021
Ashford,4185,Town,0915001430,DPH,DPH,Population Estimate,2020
Ashford,4,Town,0915001430,Building Permits Survey,NA,New Housing Units,2020
Ashford,5,Town,0915001430,Building Permits Survey,NA,New Housing Units,2021
Ashford,0,Town,0915001430,Building Permits Survey,NA,New Housing Units,2022
Ashford,1,Town,0915001430,Building Permits Survey,NA,New Housing Units,2023
Avon,18245,Town,0911002060,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Avon,18220,Town,0911002060,PEP,2020,Population Estimate,2020
Avon,18926,Town,0911002060,PEP,2021,Estimate Base,2020
Avon,18890,Town,0911002060,PEP,2021,Population Estimate,2020
Avon,18848,Town,0911002060,PEP,2021,Population Estimate,2021
Avon,18935,Town,0911002060,PEP,2022,Estimate Base,2020
Avon,18891,Town,0911002060,PEP,2022,Population Estimate,2020
Avon,18883,Town,0911002060,PEP,2022,Population Estimate,2021
Avon,18871,Town,0911002060,PEP,2022,Population Estimate,2022
Avon,18934,Town,0911002060,PEP,2023,Estimate Base,2020
Avon,18875,Town,0911002060,PEP,2023,Population Estimate,2020
Avon,18868,Town,0911002060,PEP,2023,Population Estimate,2021
Avon,18856,Town,0911002060,PEP,2023,Population Estimate,2022
Avon,18883,Town,0911002060,PEP,2023,Population Estimate,2023
Avon,7713,Town,0911002060,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Avon,18932,Town,0911002060,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Avon,18871,Town,0911002060,DPH,DPH,Population Estimate,2022
Avon,18848,Town,0911002060,DPH,DPH,Population Estimate,2021
Avon,18918,Town,0911002060,DPH,DPH,Population Estimate,2020
Avon,9,Town,0911002060,Building Permits Survey,NA,New Housing Units,2020
Avon,17,Town,0911002060,Building Permits Survey,NA,New Housing Units,2021
Avon,19,Town,0911002060,Building Permits Survey,NA,New Housing Units,2022
Avon,18,Town,0911002060,Building Permits Survey,NA,New Housing Units,2023
Barkhamsted,3593,Town,0916002760,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Barkhamsted,3587,Town,0916002760,PEP,2020,Population Estimate,2020
Barkhamsted,3657,Town,0916002760,PEP,2021,Estimate Base,2020
Barkhamsted,3652,Town,0916002760,PEP,2021,Population Estimate,2020
Barkhamsted,3647,Town,0916002760,PEP,2021,Population Estimate,2021
Barkhamsted,3651,Town,0916002760,PEP,2022,Estimate Base,2020
Barkhamsted,3646,Town,0916002760,PEP,2022,Population Estimate,2020
Barkhamsted,3658,Town,0916002760,PEP,2022,Population Estimate,2021
Barkhamsted,3667,Town,0916002760,PEP,2022,Population Estimate,2022
Barkhamsted,3647,Town,0916002760,PEP,2023,Estimate Base,2020
Barkhamsted,3641,Town,0916002760,PEP,2023,Population Estimate,2020
Barkhamsted,3654,Town,0916002760,PEP,2023,Population Estimate,2021
Barkhamsted,3665,Town,0916002760,PEP,2023,Population Estimate,2022
Barkhamsted,3677,Town,0916002760,PEP,2023,Population Estimate,2023
Barkhamsted,1566,Town,0916002760,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Barkhamsted,3647,Town,0916002760,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Barkhamsted,3667,Town,0916002760,DPH,DPH,Population Estimate,2022
Barkhamsted,3647,Town,0916002760,DPH,DPH,Population Estimate,2021
Barkhamsted,3650,Town,0916002760,DPH,DPH,Population Estimate,2020
Barkhamsted,1,Town,0916002760,Building Permits Survey,NA,New Housing Units,2020
Barkhamsted,5,Town,0916002760,Building Permits Survey,NA,New Housing Units,2021
Barkhamsted,6,Town,0916002760,Building Permits Survey,NA,New Housing Units,2022
Barkhamsted,5,Town,0916002760,Building Permits Survey,NA,New Housing Units,2023
Beacon Falls,6231,Town,0914003250,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Beacon Falls,6230,Town,0914003250,PEP,2020,Population Estimate,2020
Beacon Falls,6007,Town,0914003250,PEP,2021,Estimate Base,2020
Beacon Falls,6004,Town,0914003250,PEP,2021,Population Estimate,2020
Beacon Falls,6033,Town,0914003250,PEP,2021,Population Estimate,2021
Beacon Falls,6004,Town,0914003250,PEP,2022,Estimate Base,2020
Beacon Falls,6007,Town,0914003250,PEP,2022,Population Estimate,2020
Beacon Falls,6072,Town,0914003250,PEP,2022,Population Estimate,2021
Beacon Falls,6126,Town,0914003250,PEP,2022,Population Estimate,2022
Beacon Falls,6004,Town,0914003250,PEP,2023,Estimate Base,2020
Beacon Falls,6007,Town,0914003250,PEP,2023,Population Estimate,2020
Beacon Falls,6073,Town,0914003250,PEP,2023,Population Estimate,2021
Beacon Falls,6128,Town,0914003250,PEP,2023,Population Estimate,2022
Beacon Falls,6206,Town,0914003250,PEP,2023,Population Estimate,2023
Beacon Falls,6000,Town,0914003250,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Beacon Falls,2618,Town,0914003250,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Beacon Falls,6126,Town,0914003250,DPH,DPH,Population Estimate,2022
Beacon Falls,6033,Town,0914003250,DPH,DPH,Population Estimate,2021
Beacon Falls,5993,Town,0914003250,DPH,DPH,Population Estimate,2020
Beacon Falls,22,Town,0914003250,Building Permits Survey,NA,New Housing Units,2020
Beacon Falls,23,Town,0914003250,Building Permits Survey,NA,New Housing Units,2021
Beacon Falls,21,Town,0914003250,Building Permits Survey,NA,New Housing Units,2022
Beacon Falls,11,Town,0914003250,Building Permits Survey,NA,New Housing Units,2023
Berlin,20413,Town,0911004300,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Berlin,20390,Town,0911004300,PEP,2020,Population Estimate,2020
Berlin,20149,Town,0911004300,PEP,2021,Estimate Base,2020
Berlin,20117,Town,0911004300,PEP,2021,Population Estimate,2020
Berlin,20113,Town,0911004300,PEP,2021,Population Estimate,2021
Berlin,20172,Town,0911004300,PEP,2022,Estimate Base,2020
Berlin,20131,Town,0911004300,PEP,2022,Population Estimate,2020
Berlin,20167,Town,0911004300,PEP,2022,Population Estimate,2021
Berlin,20197,Town,0911004300,PEP,2022,Population Estimate,2022
Berlin,20172,Town,0911004300,PEP,2023,Estimate Base,2020
Berlin,20133,Town,0911004300,PEP,2023,Population Estimate,2020
Berlin,20171,Town,0911004300,PEP,2023,Population Estimate,2021
Berlin,20193,Town,0911004300,PEP,2023,Population Estimate,2022
Berlin,20429,Town,0911004300,PEP,2023,Population Estimate,2023
Berlin,20175,Town,0911004300,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Berlin,8571,Town,0911004300,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Berlin,20197,Town,0911004300,DPH,DPH,Population Estimate,2022
Berlin,20113,Town,0911004300,DPH,DPH,Population Estimate,2021
Berlin,20154,Town,0911004300,DPH,DPH,Population Estimate,2020
Berlin,29,Town,0911004300,Building Permits Survey,NA,New Housing Units,2020
Berlin,38,Town,0911004300,Building Permits Survey,NA,New Housing Units,2021
Berlin,113,Town,0911004300,Building Permits Survey,NA,New Housing Units,2022
Berlin,15,Town,0911004300,Building Permits Survey,NA,New Housing Units,2023
Bethany,5521,Town,0917004580,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Bethany,5513,Town,0917004580,PEP,2020,Population Estimate,2020
Bethany,5300,Town,0917004580,PEP,2021,Estimate Base,2020
Bethany,5289,Town,0917004580,PEP,2021,Population Estimate,2020
Bethany,5288,Town,0917004580,PEP,2021,Population Estimate,2021
Bethany,5295,Town,0917004580,PEP,2022,Estimate Base,2020
Bethany,5280,Town,0917004580,PEP,2022,Population Estimate,2020
Bethany,5278,Town,0917004580,PEP,2022,Population Estimate,2021
Bethany,5277,Town,0917004580,PEP,2022,Population Estimate,2022
Bethany,5297,Town,0917004580,PEP,2023,Estimate Base,2020
Bethany,5282,Town,0917004580,PEP,2023,Population Estimate,2020
Bethany,5281,Town,0917004580,PEP,2023,Population Estimate,2021
Bethany,5277,Town,0917004580,PEP,2023,Population Estimate,2022
Bethany,5271,Town,0917004580,PEP,2023,Population Estimate,2023
Bethany,5297,Town,0917004580,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Bethany,2039,Town,0917004580,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Bethany,5277,Town,0917004580,DPH,DPH,Population Estimate,2022
Bethany,5288,Town,0917004580,DPH,DPH,Population Estimate,2021
Bethany,5294,Town,0917004580,DPH,DPH,Population Estimate,2020
Bethany,6,Town,0917004580,Building Permits Survey,NA,New Housing Units,2020
Bethany,7,Town,0917004580,Building Permits Survey,NA,New Housing Units,2021
Bethany,7,Town,0917004580,Building Permits Survey,NA,New Housing Units,2022
Bethany,6,Town,0917004580,Building Permits Survey,NA,New Housing Units,2023
Bethel,19945,Town,0919004720,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Bethel,19941,Town,0919004720,PEP,2020,Population Estimate,2020
Bethel,20360,Town,0919004720,PEP,2021,Estimate Base,2020
Bethel,20348,Town,0919004720,PEP,2021,Population Estimate,2020
Bethel,20537,Town,0919004720,PEP,2021,Population Estimate,2021
Bethel,20363,Town,0919004720,PEP,2022,Estimate Base,2020
Bethel,20331,Town,0919004720,PEP,2022,Population Estimate,2020
Bethel,20583,Town,0919004720,PEP,2022,Population Estimate,2021
Bethel,20684,Town,0919004720,PEP,2022,Population Estimate,2022
Bethel,20363,Town,0919004720,PEP,2023,Estimate Base,2020
Bethel,20319,Town,0919004720,PEP,2023,Population Estimate,2020
Bethel,20569,Town,0919004720,PEP,2023,Population Estimate,2021
Bethel,20695,Town,0919004720,PEP,2023,Population Estimate,2022
Bethel,20678,Town,0919004720,PEP,2023,Population Estimate,2023
Bethel,20358,Town,0919004720,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Bethel,7980,Town,0919004720,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Bethel,20684,Town,0919004720,DPH,DPH,Population Estimate,2022
Bethel,20537,Town,0919004720,DPH,DPH,Population Estimate,2021
Bethel,20331,Town,0919004720,DPH,DPH,Population Estimate,2020
Bethel,83,Town,0919004720,Building Permits Survey,NA,New Housing Units,2020
Bethel,79,Town,0919004720,Building Permits Survey,NA,New Housing Units,2021
Bethel,25,Town,0919004720,Building Permits Survey,NA,New Housing Units,2022
Bethel,341,Town,0919004720,Building Permits Survey,NA,New Housing Units,2023
Bethlehem,3390,Town,0914004930,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Bethlehem,3385,Town,0914004930,PEP,2020,Population Estimate,2020
Bethlehem,3389,Town,0914004930,PEP,2021,Estimate Base,2020
Bethlehem,3384,Town,0914004930,PEP,2021,Population Estimate,2020
Bethlehem,3386,Town,0914004930,PEP,2021,Population Estimate,2021
Bethlehem,3390,Town,0914004930,PEP,2022,Estimate Base,2020
Bethlehem,3388,Town,0914004930,PEP,2022,Population Estimate,2020
Bethlehem,3402,Town,0914004930,PEP,2022,Population Estimate,2021
Bethlehem,3409,Town,0914004930,PEP,2022,Population Estimate,2022
Bethlehem,3389,Town,0914004930,PEP,2023,Estimate Base,2020
Bethlehem,3387,Town,0914004930,PEP,2023,Population Estimate,2020
Bethlehem,3401,Town,0914004930,PEP,2023,Population Estimate,2021
Bethlehem,3409,Town,0914004930,PEP,2023,Population Estimate,2022
Bethlehem,3421,Town,0914004930,PEP,2023,Population Estimate,2023
Bethlehem,3385,Town,0914004930,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Bethlehem,1605,Town,0914004930,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Bethlehem,3409,Town,0914004930,DPH,DPH,Population Estimate,2022
Bethlehem,3386,Town,0914004930,DPH,DPH,Population Estimate,2021
Bethlehem,3380,Town,0914004930,DPH,DPH,Population Estimate,2020
Bethlehem,4,Town,0914004930,Building Permits Survey,NA,New Housing Units,2020
Bethlehem,4,Town,0914004930,Building Permits Survey,NA,New Housing Units,2021
Bethlehem,1,Town,0914004930,Building Permits Survey,NA,New Housing Units,2022
Bethlehem,1,Town,0914004930,Building Permits Survey,NA,New Housing Units,2023
Bloomfield,21204,Town,0911005910,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Bloomfield,21182,Town,0911005910,PEP,2020,Population Estimate,2020
Bloomfield,21530,Town,0911005910,PEP,2021,Estimate Base,2020
Bloomfield,21499,Town,0911005910,PEP,2021,Population Estimate,2020
Bloomfield,21480,Town,0911005910,PEP,2021,Population Estimate,2021
Bloomfield,21531,Town,0911005910,PEP,2022,Estimate Base,2020
Bloomfield,21492,Town,0911005910,PEP,2022,Population Estimate,2020
Bloomfield,21518,Town,0911005910,PEP,2022,Population Estimate,2021
Bloomfield,21560,Town,0911005910,PEP,2022,Population Estimate,2022
Bloomfield,21532,Town,0911005910,PEP,2023,Estimate Base,2020
Bloomfield,21448,Town,0911005910,PEP,2023,Population Estimate,2020
Bloomfield,21478,Town,0911005910,PEP,2023,Population Estimate,2021
Bloomfield,21533,Town,0911005910,PEP,2023,Population Estimate,2022
Bloomfield,21884,Town,0911005910,PEP,2023,Population Estimate,2023
Bloomfield,9717,Town,0911005910,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Bloomfield,21535,Town,0911005910,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Bloomfield,21560,Town,0911005910,DPH,DPH,Population Estimate,2022
Bloomfield,21480,Town,0911005910,DPH,DPH,Population Estimate,2021
Bloomfield,21460,Town,0911005910,DPH,DPH,Population Estimate,2020
Bloomfield,25,Town,0911005910,Building Permits Survey,NA,New Housing Units,2020
Bloomfield,46,Town,0911005910,Building Permits Survey,NA,New Housing Units,2021
Bloomfield,174,Town,0911005910,Building Permits Survey,NA,New Housing Units,2022
Bloomfield,45,Town,0911005910,Building Permits Survey,NA,New Housing Units,2023
Bolton,4866,Town,0911006260,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Bolton,4855,Town,0911006260,PEP,2020,Population Estimate,2020
Bolton,4834,Town,0911006260,PEP,2021,Estimate Base,2020
Bolton,4823,Town,0911006260,PEP,2021,Population Estimate,2020
Bolton,4819,Town,0911006260,PEP,2021,Population Estimate,2021
Bolton,4859,Town,0911006260,PEP,2022,Estimate Base,2020
Bolton,4846,Town,0911006260,PEP,2022,Population Estimate,2020
Bolton,4839,Town,0911006260,PEP,2022,Population Estimate,2021
Bolton,4834,Town,0911006260,PEP,2022,Population Estimate,2022
Bolton,4859,Town,0911006260,PEP,2023,Estimate Base,2020
Bolton,4847,Town,0911006260,PEP,2023,Population Estimate,2020
Bolton,4840,Town,0911006260,PEP,2023,Population Estimate,2021
Bolton,4833,Town,0911006260,PEP,2023,Population Estimate,2022
Bolton,4834,Town,0911006260,PEP,2023,Population Estimate,2023
Bolton,2045,Town,0911006260,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Bolton,4858,Town,0911006260,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Bolton,4834,Town,0911006260,DPH,DPH,Population Estimate,2022
Bolton,4819,Town,0911006260,DPH,DPH,Population Estimate,2021
Bolton,4868,Town,0911006260,DPH,DPH,Population Estimate,2020
Bolton,0,Town,0911006260,Building Permits Survey,NA,New Housing Units,2020
Bolton,4,Town,0911006260,Building Permits Survey,NA,New Housing Units,2021
Bolton,2,Town,0911006260,Building Permits Survey,NA,New Housing Units,2022
Bolton,2,Town,0911006260,Building Permits Survey,NA,New Housing Units,2023
Bozrah,2716,Town,0918006820,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Bozrah,2712,Town,0918006820,PEP,2020,Population Estimate,2020
Bozrah,2421,Town,0918006820,PEP,2021,Estimate Base,2020
Bozrah,2416,Town,0918006820,PEP,2021,Population Estimate,2020
Bozrah,2417,Town,0918006820,PEP,2021,Population Estimate,2021
Bozrah,2429,Town,0918006820,PEP,2022,Estimate Base,2020
Bozrah,2423,Town,0918006820,PEP,2022,Population Estimate,2020
Bozrah,2424,Town,0918006820,PEP,2022,Population Estimate,2021
Bozrah,2420,Town,0918006820,PEP,2022,Population Estimate,2022
Bozrah,2427,Town,0918006820,PEP,2023,Estimate Base,2020
Bozrah,2421,Town,0918006820,PEP,2023,Population Estimate,2020
Bozrah,2421,Town,0918006820,PEP,2023,Population Estimate,2021
Bozrah,2413,Town,0918006820,PEP,2023,Population Estimate,2022
Bozrah,2412,Town,0918006820,PEP,2023,Population Estimate,2023
Bozrah,2429,Town,0918006820,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Bozrah,1131,Town,0918006820,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Bozrah,2420,Town,0918006820,DPH,DPH,Population Estimate,2022
Bozrah,2417,Town,0918006820,DPH,DPH,Population Estimate,2021
Bozrah,2422,Town,0918006820,DPH,DPH,Population Estimate,2020
Bozrah,2,Town,0918006820,Building Permits Survey,NA,New Housing Units,2020
Bozrah,1,Town,0918006820,Building Permits Survey,NA,New Housing Units,2021
Bozrah,3,Town,0918006820,Building Permits Survey,NA,New Housing Units,2022
Bozrah,3,Town,0918006820,Building Permits Survey,NA,New Housing Units,2023
Branford,27784,Town,0917007310,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Branford,27736,Town,0917007310,PEP,2020,Population Estimate,2020
Branford,28276,Town,0917007310,PEP,2021,Estimate Base,2020
Branford,28214,Town,0917007310,PEP,2021,Population Estimate,2020
Branford,28176,Town,0917007310,PEP,2021,Population Estimate,2021
Branford,28267,Town,0917007310,PEP,2022,Estimate Base,2020
Branford,28180,Town,0917007310,PEP,2022,Population Estimate,2020
Branford,28156,Town,0917007310,PEP,2022,Population Estimate,2021
Branford,28148,Town,0917007310,PEP,2022,Population Estimate,2022
Branford,28266,Town,0917007310,PEP,2023,Estimate Base,2020
Branford,28124,Town,0917007310,PEP,2023,Population Estimate,2020
Branford,28104,Town,0917007310,PEP,2023,Population Estimate,2021
Branford,28089,Town,0917007310,PEP,2023,Population Estimate,2022
Branford,28031,Town,0917007310,PEP,2023,Population Estimate,2023
Branford,28273,Town,0917007310,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Branford,14180,Town,0917007310,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Branford,28148,Town,0917007310,DPH,DPH,Population Estimate,2022
Branford,28176,Town,0917007310,DPH,DPH,Population Estimate,2021
Branford,28220,Town,0917007310,DPH,DPH,Population Estimate,2020
Branford,31,Town,0917007310,Building Permits Survey,NA,New Housing Units,2020
Branford,48,Town,0917007310,Building Permits Survey,NA,New Housing Units,2021
Branford,38,Town,0917007310,Building Permits Survey,NA,New Housing Units,2022
Branford,219,Town,0917007310,Building Permits Survey,NA,New Housing Units,2023
Bridgeport,143874,Town,0912008070,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Bridgeport,143525,Town,0912008070,PEP,2020,Population Estimate,2020
Bridgeport,148692,Town,0912008070,PEP,2021,Estimate Base,2020
Bridgeport,148271,Town,0912008070,PEP,2021,Population Estimate,2020
Bridgeport,148333,Town,0912008070,PEP,2021,Population Estimate,2021
Bridgeport,148644,Town,0912008070,PEP,2022,Estimate Base,2020
Bridgeport,148165,Town,0912008070,PEP,2022,Population Estimate,2020
Bridgeport,148571,Town,0912008070,PEP,2022,Population Estimate,2021
Bridgeport,148377,Town,0912008070,PEP,2022,Population Estimate,2022
Bridgeport,148642,Town,0912008070,PEP,2023,Estimate Base,2020
Bridgeport,147717,Town,0912008070,PEP,2023,Population Estimate,2020
Bridgeport,148157,Town,0912008070,PEP,2023,Population Estimate,2021
Bridgeport,148094,Town,0912008070,PEP,2023,Population Estimate,2022
Bridgeport,148028,Town,0912008070,PEP,2023,Population Estimate,2023
Bridgeport,58874,Town,0912008070,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Bridgeport,148654,Town,0912008070,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Bridgeport,148377,Town,0912008070,DPH,DPH,Population Estimate,2022
Bridgeport,148333,Town,0912008070,DPH,DPH,Population Estimate,2021
Bridgeport,148698,Town,0912008070,DPH,DPH,Population Estimate,2020
Bridgeport,71,Town,0912008070,Building Permits Survey,NA,New Housing Units,2020
Bridgeport,62,Town,0912008070,Building Permits Survey,NA,New Housing Units,2021
Bridgeport,490,Town,0912008070,Building Permits Survey,NA,New Housing Units,2022
Bridgeport,15,Town,0912008070,Building Permits Survey,NA,New Housing Units,2023
Bridgewater,1633,Town,0919008210,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Bridgewater,1632,Town,0919008210,PEP,2020,Population Estimate,2020
Bridgewater,1661,Town,0919008210,PEP,2021,Estimate Base,2020
Bridgewater,1660,Town,0919008210,PEP,2021,Population Estimate,2020
Bridgewater,1658,Town,0919008210,PEP,2021,Population Estimate,2021
Bridgewater,1656,Town,0919008210,PEP,2022,Estimate Base,2020
Bridgewater,1651,Town,0919008210,PEP,2022,Population Estimate,2020
Bridgewater,1657,Town,0919008210,PEP,2022,Population Estimate,2021
Bridgewater,1652,Town,0919008210,PEP,2022,Population Estimate,2022
Bridgewater,1654,Town,0919008210,PEP,2023,Estimate Base,2020
Bridgewater,1649,Town,0919008210,PEP,2023,Population Estimate,2020
Bridgewater,1655,Town,0919008210,PEP,2023,Population Estimate,2021
Bridgewater,1649,Town,0919008210,PEP,2023,Population Estimate,2022
Bridgewater,1646,Town,0919008210,PEP,2023,Population Estimate,2023
Bridgewater,1662,Town,0919008210,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Bridgewater,863,Town,0919008210,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
Bridgewater,1652,Town,0919008210,DPH,DPH,Population Estimate,2022
Bridgewater,1658,Town,0919008210,DPH,DPH,Population Estimate,2021
Bridgewater,1659,Town,0919008210,DPH,DPH,Population Estimate,2020
Bridgewater,1,Town,0919008210,Building Permits Survey,NA,New Housing Units,2020
Bridgewater,1,Town,0919008210,Building Permits Survey,NA,New Housing Units,2021
Bridgewater,2,Town,0919008210,Building Permits Survey,NA,New Housing Units,2022
Bridgewater,1,Town,0919008210,Building Permits Survey,NA,New Housing Units,2023
Bristol,59822,Town,0914008490,PEP,2020,Population Estimate,Apr 1 2020 Estimate
Bristol,59734,Town,0914008490,PEP,2020,Population Estimate,2020
Bristol,60783,Town,0914008490,PEP,2021,Estimate Base,2020
Bristol,60665,Town,0914008490,PEP,2021,Population Estimate,2020
Bristol,60661,Town,0914008490,PEP,2021,Population Estimate,2021
Bristol,60845,Town,0914008490,PEP,2022,Estimate Base,2020
Bristol,60776,Town,0914008490,PEP,2022,Population Estimate,2020
Bristol,61138,Town,0914008490,PEP,2022,Population Estimate,2021
Bristol,61330,Town,0914008490,PEP,2022,Population Estimate,2022
Bristol,60847,Town,0914008490,PEP,2023,Estimate Base,2020
Bristol,60727,Town,0914008490,PEP,2023,Population Estimate,2020
Bristol,61099,Town,0914008490,PEP,2023,Population Estimate,2021
Bristol,61317,Town,0914008490,PEP,2023,Population Estimate,2022
Bristol,61601,Town,0914008490,PEP,2023,Population Estimate,2023
Bristol,60833,Town,0914008490,2020 Census PL File,NA,Population,Apr 1 2020 Estimate
Bristol,27251,Town,0914008490,2020 Census PL File,NA,HousingUnits,Apr 1 2020 Estimate
